Chemical_ID,Chemical_Name,PharmGKB_ID,RS_ID
PA448771,capecitabine,PA166136189,rs2236722
PA128406956,fluorouracil,PA166136189,rs2236722
PA450626,nicotine,PA166134039,rs2236196
PA450626,nicotine,PA166134045,rs2236196
PA452618,opioids,PA166136057,rs2236861
PA450428,methotrexate,PA166134367,rs2236624
PA451234,repaglinide,PA166135046,rs2237892
PA450428,methotrexate,PA166134461,rs2236225
PA450428,methotrexate,PA166134249,rs2238476
PA10407,calcium channel blockers,PA166135044,rs2238032
PA451234,repaglinide,PA166135045,rs2237895
PA451578,tacrolimus,PA166136253,rs2237895
PA164713176,Platinum compounds,PA166134078,rs2032582
PA150481189,taxanes,PA166134078,rs2032582
PA448500,atorvastatin,PA166134929,rs2032582
PA449177,cytarabine,PA166135322,rs2032582
PA449212,daunorubicin,PA166135322,rs2032582
PA449259,dexrazoxane,PA166135322,rs2032582
PA449961,idarubicin,PA166135322,rs2032582
PA451260,ritonavir,PA166136119,rs2032582
PA449167,cyclosporine,PA166134125,rs2032582
PA164713176,Platinum compounds,PA166134119,rs2032582
PA150481189,taxanes,PA166134119,rs2032582
PA449167,cyclosporine,PA166134418,rs2032582
PA451089,pravastatin,PA166134924,rs2032582
PA451363,simvastatin,PA166134930,rs2032582
PA451363,simvastatin,PA166134931,rs2032582
PA143485705,antiepileptics,PA166134544,rs2032582
PA449165,cyclophosphamide,PA166134591,rs2032582
PA449412,doxorubicin,PA166134591,rs2032582
PA449247,dexamethasone,PA166134592,rs2032582
PA449412,doxorubicin,PA166134592,rs2032582
PA451879,vincristine,PA166134592,rs2032582
PA449412,doxorubicin,PA166134593,rs2032582
PA143485705,antiepileptics,PA166134594,rs2032582
PA448785,carbamazepine,PA166134594,rs2032582
PA449319,digoxin,PA166134595,rs2032582
PA449441,efavirenz,PA166134597,rs2032582
PA449673,fluoxetine,PA166135778,rs2032582
PA448785,carbamazepine,PA166135779,rs2032582
PA450947,phenytoin,PA166135779,rs2032582
PA451846,valproic acid,PA166135779,rs2032582
PA451578,tacrolimus,PA166134543,rs2032582
PA449048,clomipramine,PA166134713,rs2032582
PA450243,lithium,PA166134713,rs2032582
PA450603,nefazodone,PA166134713,rs2032582
PA450801,paroxetine,PA166134713,rs2032582
PA451866,venlafaxine,PA166134713,rs2032582
PA451868,verapamil,PA166134729,rs2032582
PA449167,cyclosporine,PA166134753,rs2032582
PA450566,mycophenolate mofetil,PA166134753,rs2032582
PA450761,paclitaxel,PA166134294,rs2032582
PA130620651,anthracyclines and related substances,PA166134295,rs2032582
PA451578,tacrolimus,PA166136254,rs2032582
PA162372840,sunitinib,PA166135928,rs2032582
PA162372840,sunitinib,PA166136422,rs2032582
PA450530,modafinil,PA166151949,rs2032582
PA452233,antipsychotics,PA166153106,rs2032582
PA451735,tramadol,PA166158883,rs2032582
PA448500,atorvastatin,PA166159258,rs2032582
PA449167,cyclosporine,PA166152805,rs2032582
PA164749649,dicloxacillin,PA166152805,rs2032582
PA450705,ondansetron,PA166135273,rs2032582
PA448771,capecitabine,PA166136463,rs2032582
PA165110351,Dabigatran,PA166162406,rs2032582
PA165958360,rivaroxaban,PA166162407,rs2032582
PA450401,methadone,PA166163392,rs2032582
PA448432,anastrozole,PA166163644,rs2032582
PA10251,atazanavir,PA166163786,rs2032582
PA449383,docetaxel,PA166134323,rs2238472
PA451644,thalidomide,PA166134323,rs2238472
PA134687887,selective beta-2-adrenoreceptor agonists,PA166151816,rs2239179
PA450401,methadone,PA166134709,rs2239622
PA165983754,pitrakinra,PA166135041,rs2239347
PA10407,calcium channel blockers,PA166135043,rs2239050
PA449748,gemcitabine,PA166152693,rs2242046
PA10407,calcium channel blockers,PA166135042,rs2239128
PA450970,pioglitazone,PA166135694,rs2241766
PA10832,corticosteroids,PA166152830,rs2240017
PA451866,venlafaxine,PA166163158,rs2242446
PA448497,aspirin,PA166134787,rs2243250
PA449594,fenofibrate,PA166135012,rs2241883
PA165110351,Dabigatran,PA166134943,rs2244613
PA448771,capecitabine,PA166163250,rs2244613
PA448771,capecitabine,PA166163249,rs2244614
PA7000,sorafenib,PA166136497,rs2239702
PA448687,bupropion,PA166135040,rs2245705
PA448687,bupropion,PA166135039,rs2251954
PA450395,metformin,PA166136128,rs2252281
PA449383,docetaxel,PA166136157,rs2250242
PA128406956,fluorouracil,PA166136471,rs225440
PA450085,irinotecan,PA166136471,rs225440
PA450198,leucovorin,PA166136471,rs225440
PA7000,sorafenib,PA166159809,rs2257212
PA134308647,rosuvastatin,PA166134933,rs2231142
PA448500,atorvastatin,PA166134935,rs2231142
PA449688,fluvastatin,PA166134937,rs2231142
PA451363,simvastatin,PA166134939,rs2231142
PA449441,efavirenz,PA166135075,rs2231142
PA162372840,sunitinib,PA166136151,rs2231142
PA448771,capecitabine,PA166136238,rs2231142
PA128406956,fluorouracil,PA166136238,rs2231142
PA450198,leucovorin,PA166136238,rs2231142
PA131285527,oxaliplatin,PA166136238,rs2231142
PA451547,sulfasalazine,PA166136240,rs2231142
PA10804,imatinib,PA166136267,rs2231142
PA450164,lamotrigine,PA166158984,rs2231142
PA131301952,gefitinib,PA166152841,rs2231142
PA448320,allopurinol,PA166153014,rs2231142
PA451547,sulfasalazine,PA166135937,rs2231142
PA450688,olanzapine,PA166134862,rs2266780
PA152432599,itopride,PA166135611,rs2266780
PA451565,sulindac,PA166163527,rs2266780
PA450428,methotrexate,PA166134366,rs2267076
PA152432599,itopride,PA166135610,rs2266782
PA451565,sulindac,PA166163526,rs2266782
PA448068,salbutamol,PA166134227,rs2267715
PA134687887,selective beta-2-adrenoreceptor agonists,PA166134227,rs2267715
PA164713176,Platinum compounds,PA166135649,rs2269577
PA449899,hydrochlorothiazide,PA166159003,rs2269879
PA451446,somatropin recombinant,PA166134767,rs2270777
PA449383,docetaxel,PA166158884,rs2273618
PA449015,citalopram,PA166135843,rs2270007
PA449061,clozapine,PA166135519,rs2268639
PA450688,olanzapine,PA166135519,rs2268639
PA449061,clozapine,PA166135113,rs2276302
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166136249,rs2275913
PA449053,clopidogrel,PA166134740,rs2242480
PA448785,carbamazepine,PA166135906,rs2242480
PA450401,methadone,PA166136462,rs2242480
PA451578,tacrolimus,PA166163557,rs2242480
PA164776637,eculizumab,PA166136220,rs2274567
PA451234,repaglinide,PA166136055,rs2276706
PA449061,clozapine,PA166163397,rs2277984
PA448500,atorvastatin,PA166134264,rs2276307
PA451089,pravastatin,PA166134264,rs2276307
PA451363,simvastatin,PA166134264,rs2276307
PA451578,tacrolimus,PA166136244,rs2276707
PA451257,risperidone,PA166160779,rs2276707
PA448388,amlodipine,PA166135011,rs2246709
PA450401,methadone,PA166152950,rs2246709
PA448785,carbamazepine,PA166134990,rs2279020
PA450947,phenytoin,PA166134990,rs2279020
PA451846,valproic acid,PA166134990,rs2279020
PA450566,mycophenolate mofetil,PA166134245,rs2278293
PA451868,verapamil,PA166135809,rs2279238
PA450566,mycophenolate mofetil,PA166134463,rs2278294
PA450566,mycophenolate mofetil,PA166134464,rs2278294
PA450395,metformin,PA166135365,rs2282143
PA448408,amphetamine,PA166134891,rs2281617
PA449441,efavirenz,PA166135453,rs2279345
PA449376,disulfiram,PA166134946,rs2283265
PA450401,methadone,PA166134707,rs2283265
PA449072,cocaine,PA166152817,rs2283265
PA164764584,rasagiline,PA166158982,rs2283265
PA450243,lithium,PA166134688,rs2284018
PA449014,cisplatin,PA166158746,rs2284449
PA449748,gemcitabine,PA166158746,rs2284449
PA451906,warfarin,PA166160031,rs2288344
PA448771,capecitabine,PA166136187,rs2289310
PA128406956,fluorouracil,PA166136187,rs2289310
PA450566,mycophenolate mofetil,PA166134847,rs2273697
PA164748728,mycophenolic acid,PA166134847,rs2273697
PA450085,irinotecan,PA166135118,rs2273697
PA164760843,deferasirox,PA166136162,rs2273697
PA10204,tenofovir,PA166134462,rs2273697
PA146123005,talinolol,PA166134234,rs2273697
PA143485705,antiepileptics,PA166134292,rs2273697
PA448785,carbamazepine,PA166134292,rs2273697
PA450732,oxcarbazepine,PA166134292,rs2273697
PA448785,carbamazepine,PA166136084,rs2273697
PA133950441,hmg coa reductase inhibitors,PA166135986,rs2289105
PA450196,letrozole,PA166135986,rs2289105
PA450196,letrozole,PA166135985,rs2289105
PA450401,methadone,PA166134701,rs2289658
PA450395,metformin,PA166135832,rs2289669
PA448068,salbutamol,PA166134228,rs2284220
PA134687887,selective beta-2-adrenoreceptor agonists,PA166134228,rs2284220
PA448785,carbamazepine,PA166135010,rs2290732
PA130620651,anthracyclines and related substances,PA166136324,rs2290271
PA10804,imatinib,PA166152828,rs2290573
PA449177,cytarabine,PA166158903,rs2291075
PA449212,daunorubicin,PA166158903,rs2291075
PA449552,etoposide,PA166158903,rs2291075
PA450526,mitoxantrone,PA166158903,rs2291075
PA449177,cytarabine,PA166158904,rs2291075
PA449212,daunorubicin,PA166158904,rs2291075
PA449552,etoposide,PA166158904,rs2291075
PA450526,mitoxantrone,PA166158904,rs2291075
PA449014,cisplatin,PA166135899,rs2291767
PA450243,lithium,PA166134466,rs2284017
PA450037,interferon beta-1a,PA166152640,rs2291858
PA450039,interferon beta-1b,PA166152640,rs2291858
PA128406956,fluorouracil,PA166136470,rs2292997
PA450085,irinotecan,PA166136470,rs2292997
PA450198,leucovorin,PA166136470,rs2292997
PA450272,lovastatin,PA166136339,rs2291073
PA128406956,fluorouracil,PA166135666,rs2293347
PA131301952,gefitinib,PA166152762,rs2293347
PA448771,capecitabine,PA166136185,rs2291078
PA128406956,fluorouracil,PA166136185,rs2291078
PA164712563,Bisphosphonates,PA166134047,rs2297480
PA10235,zoledronate,PA166134660,rs2297480
PA448500,atorvastatin,PA166136456,rs2297480
PA449383,docetaxel,PA166134322,rs2292954
PA451644,thalidomide,PA166134322,rs2292954
PA448785,carbamazepine,PA166135062,rs2298771
PA164776964,desloratadine,PA166136500,rs2298805
PA166129535,mizolastine,PA166136500,rs2298805
PA449441,efavirenz,PA166135240,rs2279343
PA449165,cyclophosphamide,PA166134368,rs2279343
PA450401,methadone,PA166135413,rs2279343
PA448687,bupropion,PA166136423,rs2279343
PA450626,nicotine,PA166135810,rs2279343
PA451141,propofol,PA166162743,rs2279343
PA449841,haloperidol,PA166134970,rs2298826
PA452229,antidepressants,PA166158945,rs2299267
PA448803,carboplatin,PA166159177,rs2299939
PA449014,cisplatin,PA166159177,rs2299939
PA449383,docetaxel,PA166134321,rs2301159
PA451644,thalidomide,PA166134321,rs2301159
PA10004,adalimumab,PA166160813,rs2302489
PA165107055,certolizumab pegol,PA166160813,rs2302489
PA449515,etanercept,PA166160813,rs2302489
PA452347,glucocorticoids,PA166160813,rs2302489
PA452639,infliximab,PA166160813,rs2302489
PA450428,methotrexate,PA166160813,rs2302489
PA451868,verapamil,PA166134719,rs2301149
PA448871,celecoxib,PA166135811,rs2302821
PA450428,methotrexate,PA166134364,rs2298383
PA448710,caffeine,PA166134468,rs2298383
PA450428,methotrexate,PA166159675,rs2298383
PA143485705,antiepileptics,PA166135367,rs2304016
PA448785,carbamazepine,PA166135367,rs2304016
PA450164,lamotrigine,PA166135367,rs2304016
PA450732,oxcarbazepine,PA166135367,rs2304016
PA450947,phenytoin,PA166135367,rs2304016
PA451728,topiramate,PA166135367,rs2304016
PA452618,opioids,PA166136374,rs2295632
PA450550,morphine,PA166163294,rs2295632
PA451906,warfarin,PA166160874,rs2304429
PA448499,atenolol,PA166135009,rs2301339
PA449661,flunisolide,PA166135008,rs2305089
PA449177,cytarabine,PA166135319,rs2302948
PA449655,fludarabine,PA166135319,rs2302948
PA164749431,gemtuzumab ozogamicin,PA166135319,rs2302948
PA449961,idarubicin,PA166135319,rs2302948
PA451728,topiramate,PA166136320,rs2306719
PA451978,zonisamide,PA166136320,rs2306719
PA449177,cytarabine,PA166135522,rs2306744
PA449961,idarubicin,PA166135522,rs2306744
PA130620651,anthracyclines and related substances,PA166159416,rs2305364
PA449621,fexofenadine,PA166135812,rs2306168
PA449441,efavirenz,PA166153180,rs2307424
PA449167,cyclosporine,PA166158940,rs231775
PA448771,capecitabine,PA166134467,rs2297595
PA128406956,fluorouracil,PA166134467,rs2297595
PA164713220,Pyrimidine analogues,PA166134467,rs2297595
PA166115442,s 1 (combination),PA166134467,rs2297595
PA450243,lithium,PA166134687,rs2314339
PA449014,cisplatin,PA166158748,rs232043
PA449748,gemcitabine,PA166158748,rs232043
PA162356187,muraglitazar,PA166134244,rs2368564
PA450428,methotrexate,PA166134255,rs2372536
PA450401,methadone,PA166134704,rs2378676
PA449899,hydrochlorothiazide,PA166135256,rs238
PA451728,topiramate,PA166153065,rs2396185
PA450688,olanzapine,PA166135793,rs2412459
PA451201,quetiapine,PA166135793,rs2412459
PA451257,risperidone,PA166135793,rs2412459
PA451974,ziprasidone,PA166135793,rs2412459
PA449841,haloperidol,PA166135794,rs2412459
PA449673,fluoxetine,PA166134841,rs242941
PA450379,mercaptopurine,PA166159010,rs2413739
PA450428,methotrexate,PA166159010,rs2413739
PA450379,mercaptopurine,PA166159957,rs2413739
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166135724,rs2430561
PA10407,calcium channel blockers,PA166135965,rs2429427
PA450688,olanzapine,PA166135038,rs2440390
PA452233,antipsychotics,PA166135264,rs2445142
PA449673,fluoxetine,PA166135808,rs2433320
PA448785,carbamazepine,PA166153184,rs2461817
PA449014,cisplatin,PA166159504,rs244898
PA450688,olanzapine,PA166135815,rs2472297
PA450428,methotrexate,PA166134252,rs246240
PA450428,methotrexate,PA166135868,rs246240
PA450801,paroxetine,PA166135149,rs2470890
PA164760843,deferasirox,PA166136165,rs2470890
PA142650384,pitavastatin,PA166134883,rs2306283
PA448500,atorvastatin,PA166134884,rs2306283
PA133950441,hmg coa reductase inhibitors,PA166134906,rs2306283
PA450085,irinotecan,PA166135355,rs2306283
PA450428,methotrexate,PA166135359,rs2306283
PA451234,repaglinide,PA166134168,rs2306283
PA451089,pravastatin,PA166134214,rs2306283
PA164754992,rocuronium,PA166135895,rs2306283
PA164748728,mycophenolic acid,PA166153465,rs2306283
PA451250,rifampin,PA166158881,rs2306283
PA7000,sorafenib,PA166160272,rs2306283
PA450085,irinotecan,PA166161285,rs2306283
PA450801,paroxetine,PA166135150,rs2472304
PA134687924,erlotinib,PA166136410,rs2472304
PA133950441,hmg coa reductase inhibitors,PA166160819,rs247616
PA448803,carboplatin,PA166135377,rs2494752
PA449014,cisplatin,PA166135377,rs2494752
PA451257,risperidone,PA166134218,rs2494732
PA448803,carboplatin,PA166159178,rs2498804
PA449014,cisplatin,PA166159178,rs2498804
PA450688,olanzapine,PA166135037,rs2497538
PA450243,lithium,PA166134686,rs2499984
PA449383,docetaxel,PA166158783,rs2501873
PA451906,warfarin,PA166136080,rs2501873
PA449383,docetaxel,PA166158781,rs2502815
PA451250,rifampin,PA166134215,rs2472677
PA10251,atazanavir,PA166136093,rs2472677
PA449177,cytarabine,PA166135320,rs2515641
PA449655,fludarabine,PA166135320,rs2515641
PA164749431,gemtuzumab ozogamicin,PA166135320,rs2515641
PA449961,idarubicin,PA166135320,rs2515641
PA452233,antipsychotics,PA166151943,rs2513265
PA451749,triamcinolone,PA166159308,rs2523864
PA452229,antidepressants,PA166158948,rs2532560
PA450657,nortriptyline,PA166134914,rs2500535
PA449061,clozapine,PA166159631,rs2535629
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166161864,rs2546890
PA448068,salbutamol,PA166134229,rs255100
PA134687887,selective beta-2-adrenoreceptor agonists,PA166134229,rs255100
PA451906,warfarin,PA166134210,rs2359612
PA449014,cisplatin,PA166135401,rs25648
PA128406956,fluorouracil,PA166135401,rs25648
PA131285527,oxaliplatin,PA166135401,rs25648
PA448641,bisoprolol,PA166158988,rs2514036
PA450616,nevirapine,PA166152723,rs2562519
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166135718,rs2569190
PA165958354,telaprevir,PA166158983,rs2585428
PA451262,rivastigmine,PA166153446,rs2571598
PA451906,warfarin,PA166136233,rs2592551
PA448771,capecitabine,PA166136138,rs2612091
PA10804,imatinib,PA166135705,rs2631367
PA449673,fluoxetine,PA166134053,rs25531
PA449015,citalopram,PA166135844,rs25531
PA166122986,radiotherapy,PA166134029,rs264588
PA448785,carbamazepine,PA166159234,rs2606345
PA450911,phenobarbital,PA166159234,rs2606345
PA450947,phenytoin,PA166159234,rs2606345
PA451846,valproic acid,PA166159234,rs2606345
PA164760843,deferasirox,PA166136163,rs2606345
PA166122986,radiotherapy,PA166135536,rs264631
PA450403,methamphetamine,PA166134190,rs2619538
PA166122986,radiotherapy,PA166135535,rs264651
PA166122986,radiotherapy,PA166134028,rs264663
PA448515,azathioprine,PA166135613,rs2647087
PA450379,mercaptopurine,PA166135613,rs2647087
PA10804,imatinib,PA166135375,rs2631372
PA450428,methotrexate,PA166135797,rs2650972
PA451257,risperidone,PA166134216,rs2661319
PA448499,atenolol,PA166163225,rs2669429
PA165950341,ivacaftor,PA166135490,rs267606723
PA450395,metformin,PA166136201,rs2683511
PA450546,montelukast,PA166134192,rs2660845
PA452167,aminoglycoside antibacterials,PA166136262,rs267606618
PA448803,carboplatin,PA166159176,rs2699887
PA449014,cisplatin,PA166159176,rs2699887
PA452167,aminoglycoside antibacterials,PA166136261,rs267606619
PA448687,bupropion,PA166158999,rs2717162
PA450626,nicotine,PA166159000,rs2717162
PA10804,imatinib,PA166135708,rs2725252
PA449061,clozapine,PA166152840,rs265976
PA164713257,Selective serotonin reuptake inhibitors,PA166136321,rs2734833
PA450688,olanzapine,PA166135857,rs2734841
PA450688,olanzapine,PA166135858,rs2734842
PA449594,fenofibrate,PA166152850,rs2727786
PA451089,pravastatin,PA166158958,rs2738466
PA165110775,SN-38,PA166135714,rs2741049
PA450732,oxcarbazepine,PA166163496,rs2741049
PA448771,capecitabine,PA166136139,rs2741171
PA448687,bupropion,PA166135036,rs2742390
PA448687,bupropion,PA166135034,rs2742421
PA448687,bupropion,PA166135033,rs2742423
PA448687,bupropion,PA166135035,rs2742417
PA452167,aminoglycoside antibacterials,PA166136144,rs267606617
PA448687,bupropion,PA166135032,rs2742435
PA449748,gemcitabine,PA166153011,rs274713
PA450401,methadone,PA166136297,rs2760118
PA450877,perindopril,PA166134113,rs275651
PA164713160,Pertussis vaccines,PA166136358,rs2770150
PA448497,aspirin,PA166134795,rs2768759
PA450243,lithium,PA166134710,rs2769605
PA451846,valproic acid,PA166134710,rs2769605
PA449899,hydrochlorothiazide,PA166135257,rs2776546
PA451850,vancomycin,PA166135940,rs2789047
PA134308647,rosuvastatin,PA166159236,rs2808630
PA452619,heroin,PA166153455,rs274622
PA134687887,selective beta-2-adrenoreceptor agonists,PA166134164,rs2781659
PA448897,cerivastatin,PA166134632,rs2819742
PA448500,atorvastatin,PA166153193,rs2819742
PA451363,simvastatin,PA166153193,rs2819742
PA449563,exemestane,PA166151952,rs2813543
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166134064,rs2814707
PA451728,topiramate,PA166136156,rs2832407
PA449599,fentanyl,PA166135922,rs2835859
PA448803,carboplatin,PA166134352,rs25487
PA449014,cisplatin,PA166134352,rs25487
PA131285527,oxaliplatin,PA166134352,rs25487
PA150595617,platinum,PA166134352,rs25487
PA164713176,Platinum compounds,PA166134352,rs25487
PA128406956,fluorouracil,PA166134618,rs25487
PA449165,cyclophosphamide,PA166134619,rs25487
PA450243,lithium,PA166134685,rs2826494
PA452229,antidepressants,PA166158951,rs2831440
PA452619,heroin,PA166135555,rs274618
PA448497,aspirin,PA166136184,rs28360521
PA449552,etoposide,PA166134304,rs2784917
PA450428,methotrexate,PA166134248,rs28364006
PA449748,gemcitabine,PA166153010,rs274717
PA450616,nevirapine,PA166152963,rs28371706
PA448785,carbamazepine,PA166153186,rs28365063
PA450164,lamotrigine,PA166158964,rs28365063
PA451906,warfarin,PA166134058,rs28371686
PA451578,tacrolimus,PA166135368,rs28371759
PA449167,cyclosporine,PA166135369,rs28371759
PA164713176,Platinum compounds,PA166151945,rs2839698
PA450626,nicotine,PA166134479,rs28399468
PA451906,warfarin,PA166134057,rs28371685
PA452229,antidepressants,PA166136173,rs28364032
PA451954,zidovudine,PA166134915,rs28365062
PA449441,efavirenz,PA166153181,rs28365062
PA449441,efavirenz,PA166134478,rs28399454
PA451365,sirolimus,PA166135336,rs2740574
PA449383,docetaxel,PA166134131,rs2740574
PA449165,cyclophosphamide,PA166134369,rs2740574
PA451578,tacrolimus,PA166134377,rs2740574
PA448388,amlodipine,PA166135007,rs2740574
PA449441,efavirenz,PA166134475,rs2740574
PA449977,indinavir,PA166134175,rs2740574
PA448785,carbamazepine,PA166153191,rs2740574
PA451581,tamoxifen,PA166152846,rs2740574
PA448500,atorvastatin,PA166152864,rs2740574
PA451363,simvastatin,PA166152864,rs2740574
PA449015,citalopram,PA166135332,rs28401781
PA449673,fluoxetine,PA166135332,rs28401781
PA450801,paroxetine,PA166135332,rs28401781
PA451333,sertraline,PA166135332,rs28401781
PA448320,allopurinol,PA166136045,rs2844665
PA449053,clopidogrel,PA166134646,rs28399504
PA450373,mephenytoin,PA166153066,rs28399504
PA128406956,fluorouracil,PA166153415,rs2847153
PA448803,carboplatin,PA166135248,rs2849380
PA449383,docetaxel,PA166135248,rs2849380
PA450761,paclitaxel,PA166135248,rs2849380
PA450688,olanzapine,PA166134202,rs2842030
PA450882,perphenazine,PA166134202,rs2842030
PA451257,risperidone,PA166134203,rs2842030
PA450428,methotrexate,PA166134391,rs2853539
PA449441,efavirenz,PA166134480,rs28399499
PA450616,nevirapine,PA166134481,rs28399499
PA450616,nevirapine,PA166136159,rs28399499
PA451257,risperidone,PA166135760,rs2857657
PA449441,efavirenz,PA166152809,rs2853826
PA450264,lopinavir,PA166152809,rs2853826
PA164712943,Nucleoside and nucleotide reverse transcriptase inhibitors,PA166152809,rs2853826
PA451260,ritonavir,PA166152809,rs2853826
PA451260,ritonavir,PA166134223,rs2854116
PA449441,efavirenz,PA166135274,rs28399433
PA450626,nicotine,PA166134476,rs28399433
PA134521193,coumarin,PA166134477,rs28399433
PA452620,tegafur,PA166152931,rs28399433
PA450626,nicotine,PA166152811,rs2869950
PA449383,docetaxel,PA166158782,rs28738963
PA128406956,fluorouracil,PA166152884,rs2854744
PA451260,ritonavir,PA166134222,rs2854117
PA451522,succinylcholine,PA166135531,rs28933389
PA451522,succinylcholine,PA166135553,rs28933390
PA164749136,desflurane,PA166136363,rs28933396
PA449461,enflurane,PA166136363,rs28933396
PA449845,halothane,PA166136363,rs28933396
PA450106,isoflurane,PA166136363,rs28933396
PA450434,methoxyflurane,PA166136363,rs28933396
PA451341,sevoflurane,PA166136363,rs28933396
PA449027,cladribine,PA166135382,rs2898950
PA449177,cytarabine,PA166135382,rs2898950
PA164749390,peginterferon alfa-2a,PA166159171,rs28416813
PA164784024,peginterferon alfa-2b,PA166159171,rs28416813
PA451241,ribavirin,PA166159171,rs28416813
PA164749136,desflurane,PA166135469,rs28933397
PA449461,enflurane,PA166135469,rs28933397
PA449845,halothane,PA166135469,rs28933397
PA450106,isoflurane,PA166135469,rs28933397
PA450434,methoxyflurane,PA166135469,rs28933397
PA451341,sevoflurane,PA166135469,rs28933397
PA451522,succinylcholine,PA166135469,rs28933397
PA451906,warfarin,PA166134727,rs2884737
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166161861,rs2916205
PA449899,hydrochlorothiazide,PA166152816,rs292449
PA133950441,hmg coa reductase inhibitors,PA166136205,rs2900478
PA166114414,cotinine,PA166163183,rs2942857
PA450801,paroxetine,PA166135813,rs2973049
PA451234,repaglinide,PA166134291,rs290487
PA452631,thiazolidinediones,PA166135817,rs296766
PA449441,efavirenz,PA166153182,rs3003596
PA448685,buprenorphine,PA166135025,rs2952768
PA449599,fentanyl,PA166135025,rs2952768
PA450369,meperidine,PA166135025,rs2952768
PA450550,morphine,PA166135025,rs2952768
PA452618,opioids,PA166135025,rs2952768
PA164744326,pentazocine,PA166135025,rs2952768
PA452618,opioids,PA166135026,rs2952768
PA164713257,Selective serotonin reuptake inhibitors,PA166135853,rs301434
PA165983754,pitrakinra,PA166135006,rs3024530
PA164713257,Selective serotonin reuptake inhibitors,PA166135854,rs301435
PA7000,sorafenib,PA166159973,rs3025040
PA449061,clozapine,PA166159233,rs2975226
PA164784024,peginterferon alfa-2b,PA166136025,rs3077
PA128406956,fluorouracil,PA166152885,rs2960436
PA162372840,sunitinib,PA166135805,rs307821
PA130232992,bevacizumab,PA166135005,rs3025000
PA164746012,ranibizumab,PA166135005,rs3025000
PA162372840,sunitinib,PA166135804,rs307826
PA162363968,lenalidomide,PA166163499,rs308395
PA451644,thalidomide,PA166163499,rs308395
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166161170,rs3087243
PA130232992,bevacizumab,PA166161232,rs3025039
PA130232992,bevacizumab,PA166136415,rs3025039
PA448771,capecitabine,PA166136415,rs3025039
PA128406956,fluorouracil,PA166136415,rs3025039
PA450085,irinotecan,PA166136415,rs3025039
PA450198,leucovorin,PA166136415,rs3025039
PA131285527,oxaliplatin,PA166136415,rs3025039
PA450085,irinotecan,PA166161129,rs3087465
PA449014,cisplatin,PA166151960,rs3087403
PA164712462,"Antiinflammatory agents, non-steroids",PA166153482,rs2965667
PA448497,aspirin,PA166153482,rs2965667
PA449594,fenofibrate,PA166135031,rs3091244
PA164713257,Selective serotonin reuptake inhibitors,PA166135855,rs3087879
PA451900,vitamin e,PA166158743,rs3093105
PA451846,valproic acid,PA166135911,rs3087374
PA448320,allopurinol,PA166136046,rs3094188
PA451581,tamoxifen,PA166136109,rs310786
PA451581,tamoxifen,PA166136107,rs310786
PA448497,aspirin,PA166136190,rs3097671
PA450164,lamotrigine,PA166158985,rs3114020
PA448004,abacavir,PA166134483,rs3093726
PA450616,nevirapine,PA166136048,rs3099844
PA448497,aspirin,PA166135689,rs3130100
PA448497,aspirin,PA166136193,rs3129294
PA448320,allopurinol,PA166135583,rs3130931
PA448320,allopurinol,PA166135582,rs3130501
PA450037,interferon beta-1a,PA166152642,rs3133084
PA450039,interferon beta-1b,PA166152642,rs3133084
PA451250,rifampin,PA166160701,rs319952
PA451250,rifampin,PA166160699,rs320003
PA451089,pravastatin,PA166134854,rs3025058
PA448970,chlorthalidone,PA166134855,rs3025058
PA450242,lisinopril,PA166134855,rs3025058
PA449594,fenofibrate,PA166135702,rs3135506
PA449594,fenofibrate,PA166152851,rs320
PA451906,warfarin,PA166135814,rs3212198
PA166048654,ustekinumab,PA166160670,rs3213094
PA164713176,Platinum compounds,PA166136167,rs3213239
PA449165,cyclophosphamide,PA166134859,rs3211371
PA449412,doxorubicin,PA166134859,rs3211371
PA448687,bupropion,PA166136398,rs3211371
PA450192,leflunomide,PA166134185,rs3213422
PA448499,atenolol,PA166135598,rs3213619
PA448771,capecitabine,PA166135685,rs3218592
PA128406956,fluorouracil,PA166135685,rs3218592
PA448771,capecitabine,PA166163248,rs3217164
PA449014,cisplatin,PA166134080,rs316019
PA10323,l-tryptophan,PA166135239,rs316019
PA450395,metformin,PA166135366,rs316019
PA449014,cisplatin,PA166135734,rs316019
PA130620651,anthracyclines and related substances,PA166159399,rs316019
PA164713176,Platinum compounds,PA166160844,rs316019
PA449014,cisplatin,PA166134017,rs3219484
PA449165,cyclophosphamide,PA166134017,rs3219484
PA10066,duloxetine,PA166135204,rs324026
PA450626,nicotine,PA166159011,rs324650
PA10066,duloxetine,PA166135205,rs324023
PA450403,methamphetamine,PA166134189,rs3213207
PA451089,pravastatin,PA166135002,rs328
PA449383,docetaxel,PA166136385,rs3212986
